sampleID;CLEC3A;CPB1;SCGB2A2;SCGB1D2;TFF1;MUCL1;GSTM1;PIP;ADIPOQ;ADH1B;HMGCS2;S100A7;CYP2B7P1;TAT;ANKRD30A;PRAME;CYP4Z1;SERPINA6;AGR3;UGT2B11;MUC6;KCNJ3;TFAP2B;MYBPC1;DHRS2;C4orf7;SLC30A8;KRT14;SOX10;STAC2;GABRP;CEACAM5;KRT5;COL2A1;TUSC5;GP2;VSTM2A;CALML5;GSTT1;FABP7;LEP;C1orf64;TFF3;PIGR;CRABP1;CST1;MUC5B;SYT13;GRIA2;KRT6B;PAM50_Label
TCGA-E2-A1BD-01;0.5881;4.4352;12.6252;11.2644;10.2466;16.9113;2.4671;11.0758;1.3276;3.1783;8.2925;8.8697;9.6618;3.5004;10.607;1.0047;11.0278;0.5881;11.6575;4.6673;8.4922;4.1788;11.859;13.9915;11.908;4.7095;9.0714;10.7437;7.1942;5.313;9.6667;4.6673;10.6144;2.0071;1.1752;7.1893;0.9587;7.7525;0.8114;4.5789;0.8114;8.7684;9.785;8.9687;4.4519;10.2517;10.0876;5.0535;0.3238;8.6278;LumA
TCGA-E2-A1IE-01;8.6604;18.8688;11.5542;8.3102;10.6326;6.2943;12.559;4.2991;9.9076;9.1849;2.5195;0.0;9.9489;1.9963;11.8835;0.0;0.3209;1.5816;12.3919;1.8038;0.8052;12.7508;10.2287;0.8052;4.8154;4.0177;3.5804;8.5157;5.5574;5.3527;7.7298;9.8716;8.774;1.1672;7.5477;10.6155;0.9481;1.9033;9.6595;2.3883;6.6172;11.153;13.6325;6.2478;0.9975;9.3159;11.4515;12.8202;10.7194;6.165;LumA
TCGA-E2-A1IF-01;0.8871;17.0487;17.6674;15.7338;15.7948;12.047;2.9625;9.8561;9.9446;9.8112;12.6476;2.1367;14.4372;5.1629;7.0376;2.1367;12.9908;0.5107;12.1144;11.565;6.5933;7.5038;7.1964;5.4419;7.3842;6.4464;13.3015;12.2738;9.7704;10.272;10.8511;11.8028;11.5537;4.0991;8.3063;10.6797;1.4323;14.0992;9.3969;5.5892;7.497;8.5166;13.3103;11.3806;6.0986;8.7664;13.0095;11.1561;9.6181;8.9535;LumA
TCGA-E2-A1IG-01;0.4916;9.5718;14.0049;8.0112;11.3402;9.2392;11.1257;0.0;4.8985;4.3567;5.5633;0.4916;7.1067;5.4739;9.4739;5.1336;0.0;11.5771;10.9869;0.0;12.0049;12.241;4.9935;0.4916;13.4187;0.4916;2.5539;11.3967;5.2613;4.2984;7.0982;9.919;12.1492;5.4473;3.1891;5.2613;0.8576;3.8478;9.6614;0.8576;0.8576;9.4473;11.2919;4.0733;0.8576;9.5757;7.6405;10.9694;0.0;9.4065;LumA
TCGA-E2-A1IG-11;0.0;4.5035;12.9416;10.8593;8.0607;13.7293;10.7946;11.4764;15.6332;15.3029;10.2981;0.0;5.454;10.365;6.9991;1.6394;9.1387;2.6526;6.9689;8.7539;8.788;2.6526;8.8896;11.3703;8.215;6.4978;0.0;13.602;10.2101;12.3069;12.6377;1.8656;14.1447;6.3927;13.8076;4.911;0.0;7.046;9.6238;7.2995;14.6587;5.8739;9.0594;13.0813;7.9039;0.0;7.8186;3.6593;2.5259;8.4942;Normal
TCGA-E2-A1IH-01;0.0;16.0755;16.628;13.6546;10.5547;13.8174;7.4231;12.0009;11.212;11.3445;6.9774;0.7279;6.4093;2.7879;10.0996;8.0452;9.9246;0.9886;11.028;8.5074;11.6415;0.9886;7.177;1.8579;10.4212;9.5969;1.4009;0.7279;1.2094;0.7279;1.7211;10.6658;3.8201;4.2008;7.6498;5.7146;2.236;3.3487;9.4684;0.0;4.2008;8.3216;13.2126;6.856;7.1032;10.0944;2.3965;12.0938;0.9886;0.4094;LumA
TCGA-E2-A1II-01;0.0;0.6054;0.0;0.0;0.0;0.0;1.6255;3.053;2.3704;0.6054;0.0;0.0;0.0;1.3585;0.6054;2.3704;0.0;0.6054;1.3585;0.0;0.0;0.0;1.3585;10.1793;0.6054;13.2814;0.6054;8.1236;1.6255;1.6255;12.9115;0.6054;9.8135;8.5197;1.3585;3.1409;1.0305;5.8275;5.103;6.0252;0.6054;0.6054;2.0455;4.6429;3.4471;2.3704;10.5386;4.6429;1.3585;6.298;Basal
TCGA-E2-A1IJ-01;1.5493;5.3283;17.3552;15.3676;13.5754;11.8134;1.1919;7.0019;8.4475;7.6399;10.7097;1.1919;5.9841;5.1571;9.9278;1.8355;12.7741;3.3207;11.5778;1.8355;12.0741;2.4583;11.7443;3.7228;8.4686;7.8712;2.4583;11.4412;8.343;8.9188;10.591;11.5251;11.4007;3.4106;6.2507;8.4971;7.654;6.706;9.7616;5.846;3.8567;10.6812;13.4091;7.827;6.4651;6.8252;12.5985;5.2082;1.5493;9.2508;LumA
TCGA-E2-A1IK-01;16.5121;18.3027;10.7772;8.5417;12.3145;9.3053;9.8074;18.4993;3.7843;5.6406;5.506;0.0;14.4329;15.5599;8.9347;0.6375;8.0703;9.4186;9.7311;2.9386;7.2542;3.5305;6.9836;1.078;4.1876;7.1565;5.3379;10.8389;7.3799;8.5353;9.6427;9.9438;10.819;3.2224;2.4448;13.2277;0.0;3.7843;10.2479;4.6693;1.4151;5.6406;13.614;7.2062;5.1475;1.078;8.6985;4.7901;9.9142;8.9298;LumA
TCGA-E2-A1IL-01;0.0;6.1057;4.3405;1.2484;6.8592;13.789;0.9389;12.2594;12.6551;12.1208;9.5398;0.0;14.0293;4.4952;10.4733;9.4038;11.5034;3.3464;9.0677;9.8576;0.9389;2.5955;6.5275;4.2036;7.8472;0.5446;9.5038;9.2384;6.1715;5.6849;8.2199;8.3833;10.0352;5.3045;10.4091;7.5233;0.0;6.3604;6.4615;1.2484;9.178;10.6459;10.1955;6.9096;0.9389;6.8874;4.7126;6.6965;12.8466;7.1614;LumA
TCGA-E2-A1IN-01;0.0;9.9189;11.9618;9.7584;9.736;9.4893;0.3477;6.7487;1.7876;1.2403;5.1317;0.3477;6.7154;3.6686;10.3982;3.8969;8.9135;1.6689;11.6966;4.3659;6.1448;0.3477;6.5699;2.5618;8.5011;2.4222;9.6003;9.1526;4.0939;2.9145;6.9655;7.9894;9.3961;10.3475;0.0;8.0306;6.1619;5.3973;7.6114;0.0;0.0;10.5433;12.2617;5.8499;6.2672;9.4639;9.8516;7.7818;1.0634;7.6234;LumA
TCGA-E2-A1IO-01;3.7264;7.2611;8.7704;5.2924;10.3662;10.4607;1.8462;6.3869;9.172;9.037;6.964;1.3121;11.4923;6.2808;10.9319;2.1167;0.8004;0.0;10.3986;7.0816;2.94;8.1033;11.0644;5.0066;13.6897;1.9878;7.4319;11.3522;8.5239;9.2869;9.7546;0.8004;11.2785;11.5539;6.4059;7.5706;3.5672;5.6097;0.0;3.7662;3.4609;4.7722;10.2038;8.1072;3.9155;5.149;5.8326;8.1717;4.7916;9.2373;LumA
TCGA-E2-A1IU-01;12.6191;16.6636;16.7799;15.4608;11.7311;5.8306;10.5734;14.93;7.6555;8.1;12.1006;0.0;11.3303;13.4638;3.6917;8.6251;13.5893;12.4823;12.0301;12.8176;6.5469;10.2051;9.2038;4.7929;9.7023;6.9388;7.6643;11.8061;7.8633;8.4547;9.9562;10.6788;11.6963;4.43;6.5782;10.3822;0.0;6.6028;9.7347;4.055;4.6348;11.1379;12.1228;5.2634;4.1911;9.4009;12.8382;10.2433;8.6054;9.5906;LumA
TCGA-E2-A1L6-01;14.1938;12.7574;14.9219;12.7605;14.6316;10.1011;2.0414;15.2089;10.5591;10.6233;11.0364;6.3959;11.1205;14.6898;11.6066;1.1677;11.2753;11.0096;11.85;12.8113;7.8537;10.6523;10.0224;12.7271;7.2611;1.8045;12.852;10.2106;8.5838;9.5245;9.0203;4.7309;11.7261;7.0769;7.5182;10.3962;0.0;7.0669;10.5686;5.397;5.0213;8.9301;13.1883;7.4113;4.7808;9.2152;9.4513;9.9147;3.03;8.7116;LumA
TCGA-E2-A1L7-01;2.7704;7.6951;8.2354;6.2242;10.285;4.4183;9.9965;7.64;9.5734;8.927;6.7188;9.1193;6.5572;3.0494;11.8023;1.5563;8.5899;8.0785;9.7578;4.0039;2.7704;11.593;11.2561;2.1365;7.3278;2.8696;4.7398;8.4082;3.5454;3.1316;6.3497;7.0124;8.898;2.1365;6.6226;7.8427;12.0942;3.1316;8.3811;1.2962;6.5347;0.5708;10.8456;4.6024;9.4081;10.066;4.0886;13.557;0.0;5.765;LumB
TCGA-E2-A1L7-11;3.0581;5.7531;10.8456;9.3151;10.8687;12.7754;10.5615;10.3029;10.9242;11.3883;9.3068;6.277;4.6914;11.7146;10.046;1.9449;5.817;4.1452;9.7047;5.0687;10.6533;5.4647;9.5542;11.6097;4.0772;8.5086;2.3425;14.3509;11.2237;13.2502;12.6708;8.1702;15.0903;8.3357;9.2277;1.9449;0.0;7.5537;9.0976;8.5515;8.6773;8.1641;12.9683;13.5101;8.282;3.8516;9.1357;6.2464;4.573;11.3753;Normal
TCGA-E2-A1L8-01;17.0389;4.5875;8.6831;4.6077;8.4401;1.0119;10.9218;14.6192;12.7178;12.2334;4.0521;1.0119;14.3841;1.4299;12.1115;0.421;6.2;9.3441;12.169;6.2957;2.7572;6.2198;10.8146;0.7465;9.0781;0.7465;1.7536;6.0895;3.2943;2.5221;5.1246;11.3793;6.2965;2.683;8.9505;11.802;4.0307;5.4269;9.2866;0.7465;7.246;7.0968;9.9948;4.7598;3.5242;7.9022;1.236;10.8054;6.5418;5.2962;LumA
TCGA-E2-A1L9-01;0.0;1.231;1.8855;0.3443;11.4713;3.5247;10.6214;11.3633;10.5609;9.7019;1.5292;13.5444;3.1399;5.5977;10.9169;1.231;5.0116;3.1399;11.4495;5.0457;11.764;7.2673;11.3044;3.1833;6.8453;0.0;3.1399;7.7959;3.6844;3.7437;6.8111;7.4407;9.4847;3.8006;6.1122;6.8351;4.3567;5.6759;9.3583;0.8547;5.472;7.2393;11.1073;4.0321;8.2358;3.2255;12.1743;7.8339;6.4776;7.2899;LumA
TCGA-E2-A1LA-01;0.0;13.9376;7.7985;5.6296;8.2546;4.6961;11.0965;6.71;7.6814;7.4028;3.3075;0.0;12.0401;2.4464;1.6894;8.8295;2.3235;5.2456;12.6857;0.0;2.5596;9.8704;4.7207;3.6;14.1191;6.0536;3.7976;10.3977;6.4559;6.5548;8.3303;7.7276;10.3364;9.6476;6.3808;6.2603;1.2235;5.8235;0.0;3.8431;5.3437;9.0503;10.2951;9.0861;3.7976;9.6753;2.5596;3.5461;1.8759;7.6625;LumA
TCGA-E2-A1LB-01;6.1332;0.0;2.6761;0.0;4.0639;15.9044;13.7827;14.7345;3.6647;4.0639;15.5727;2.0514;1.8858;13.4308;10.0381;0.9249;4.8051;0.0;0.0;13.9302;12.3356;5.2419;12.4401;11.9877;14.8971;0.0;0.0;1.2314;1.4839;10.6956;3.9427;4.4961;1.8858;2.1998;1.2314;3.6647;0.0;6.9344;10.1202;13.2902;0.9249;8.2428;10.6349;4.1022;1.6988;5.9566;1.4839;0.5354;0.0;1.2314;Her2
TCGA-E2-A1LB-11;1.1564;8.6789;9.7742;8.8539;7.8985;10.97;9.3862;8.3945;7.7499;9.1877;9.2227;0.0;7.5719;8.7765;8.7493;2.8369;3.2635;2.3496;8.2603;7.1399;7.7361;5.0778;9.4951;7.9255;8.095;6.5355;0.0;13.0331;12.9316;9.8827;14.286;7.4521;13.6355;8.2271;6.1999;1.3998;0.0;9.7269;9.1867;9.7456;5.9263;7.0092;9.158;14.9286;11.5546;1.608;8.611;5.1628;5.6127;9.7373;Normal
TCGA-E2-A1LE-01;0.0;0.885;9.3733;3.6843;7.5847;16.3155;1.1828;12.6815;9.8345;11.5061;6.7734;14.1144;0.0;1.9869;0.5093;3.1079;9.7102;0.0;0.5093;0.0;11.7648;0.885;12.1724;8.1381;10.1457;8.6249;10.0664;6.589;3.7311;6.6752;6.3175;1.1828;6.9859;0.5093;7.9434;1.6402;0.0;13.5814;9.3045;3.3062;6.8174;1.9869;9.018;4.1648;4.7227;0.0;9.994;5.1757;1.1828;2.6043;Her2
TCGA-E2-A1LG-01;0.0;5.1948;0.6909;0.3864;0.0;2.3198;0.0;5.6655;0.0;0.0;0.0;6.1872;0.9422;0.3864;0.0;10.6668;0.6909;0.0;2.4059;2.2282;0.3864;0.6909;2.773;8.0253;10.6723;1.1561;0.6909;17.0356;0.6909;12.6048;14.4467;7.9047;15.6586;0.3864;0.0;0.0;0.0;13.136;10.0697;0.6909;0.6909;0.0;0.6909;4.3469;4.5497;6.7368;9.5198;9.7348;0.0;14.5254;Basal
TCGA-E2-A1LH-01;0.0;3.1239;6.0406;4.8853;1.7291;3.3591;1.3468;2.4933;10.8371;10.5929;1.7291;10.3476;0.0;2.6786;2.031;9.6294;0.8252;0.0;1.3468;0.0;2.8428;0.0;4.2288;9.1582;4.9588;9.2433;1.3468;12.4342;12.5942;7.9938;15.7227;4.0387;10.5616;11.9734;8.6466;0.0;0.0;14.9471;7.1983;8.8168;7.0716;1.3468;4.4988;10.2133;11.7687;11.8948;12.0046;4.9588;1.3468;13.9087;Basal
TCGA-E2-A1LH-11;4.1898;8.792;12.97;11.1035;5.5398;14.6861;1.2854;13.3586;11.2071;11.5759;11.6897;2.534;3.6981;13.8127;10.1346;4.4958;9.5404;3.3369;9.0731;7.8596;10.3596;3.1931;11.4836;10.649;8.8244;10.3077;4.8948;13.6391;12.2225;12.3756;12.2127;0.5648;14.064;7.0105;9.3299;5.9948;0.0;8.2742;9.2995;7.5499;9.0182;9.2907;8.9749;14.8309;8.4104;0.5648;7.7622;5.1881;4.2636;10.3496;Normal
TCGA-E2-A1LI-01;0.679;4.2272;2.3804;1.6338;0.3791;4.1315;0.3791;1.7671;3.6689;2.6107;2.6107;9.4932;0.3791;1.7671;1.1387;5.3457;3.2801;0.9271;2.4613;1.3233;3.4484;0.0;5.064;6.3115;0.3791;8.2025;2.3804;9.7157;12.1292;10.6719;14.9395;0.0;11.4292;13.1257;0.9271;0.3791;0.3791;13.7406;9.6203;11.8394;0.679;0.0;3.5628;5.5258;11.2603;8.6244;11.1869;6.9318;2.4613;9.0388;Basal
TCGA-E2-A1LK-01;0.0;0.0;7.2182;3.4565;0.0;8.1221;8.4545;0.0;0.0;0.0;0.0;12.5778;1.465;1.7431;0.0;10.1528;0.0;0.0;0.0;0.0;1.465;0.0;4.0744;1.1202;1.7431;2.7801;2.5098;15.3737;12.2606;3.9702;13.1412;5.9955;13.7815;15.0356;1.7431;0.0;0.0;14.7728;8.945;6.1936;0.6662;0.0;0.6662;0.6662;11.5272;3.1093;11.6854;3.0077;0.0;12.3696;Basal
TCGA-E2-A1LL-01;5.1977;1.7239;8.79;4.7806;1.7239;5.4274;1.1054;2.487;9.7666;8.1276;3.4314;9.1221;1.1054;1.1054;4.8398;7.9135;8.1007;0.0;5.3683;0.0;2.9836;0.6561;7.6288;0.0;15.6445;10.9186;0.0;17.2358;7.436;9.5139;10.4448;1.4475;18.4764;5.4841;6.3302;6.4202;1.4475;12.9396;10.1111;6.6853;1.4475;1.1054;4.4792;5.6587;5.2201;0.6561;6.8812;2.9836;0.6561;15.8191;Basal
TCGA-E2-A1LS-01;1.0007;7.8749;15.4426;10.3716;1.5859;8.6198;2.3231;11.9819;3.2492;4.3589;8.1359;1.0007;3.6452;6.1912;2.3231;11.8749;1.8084;3.0887;3.9555;0.5854;0.5854;1.3228;10.7027;8.2279;1.3228;9.3557;2.3231;9.854;14.0739;9.8256;11.2943;1.0007;10.7062;2.4606;1.0007;0.0;0.0;6.3052;4.6738;12.8172;0.0;0.0;1.8084;6.5939;10.9516;0.0;11.428;7.0567;3.1712;12.9565;Basal
TCGA-E2-A1LS-11;1.0785;6.0166;7.8891;3.8421;0.4548;3.5542;3.3066;4.8844;17.1281;16.6607;1.9872;0.0;3.9148;0.4548;3.9148;6.1278;2.7135;1.3117;0.0;0.8001;3.0724;3.1942;5.0058;1.5125;1.8456;1.0785;0.4548;6.0166;7.9998;4.6701;6.033;0.0;6.1506;1.6886;14.4907;0.0;0.4548;3.0074;9.9275;6.3797;13.5574;0.0;7.2071;2.1161;5.3453;0.0;6.5262;1.5125;1.5125;7.2914;Normal
TCGA-E2-A2P5-01;5.0247;5.8057;9.6199;6.6508;4.9046;3.7677;7.6028;10.5101;4.4206;4.5633;0.4554;0.0;10.8127;2.2363;9.4701;1.0797;11.7825;0.0;10.8538;2.4474;13.642;1.0797;11.454;4.234;5.0572;2.5424;2.4474;10.0402;6.1604;5.4244;8.2315;2.3457;9.9895;2.7154;3.6012;8.7757;13.1995;5.4368;9.5594;1.3131;1.0797;10.8639;11.2941;8.3078;4.3169;7.8665;3.9862;1.989;1.0797;8.0655;LumA
TCGA-E2-A2P6-01;0.0;2.6441;16.1712;14.7099;14.7248;10.8529;3.3366;7.3588;9.6631;9.2237;13.3216;0.0;14.7095;1.2632;8.9024;9.4485;7.3832;13.2498;12.4059;2.4727;2.9357;10.7872;10.8906;1.0358;12.5902;1.4596;7.0589;8.2287;4.6727;3.4793;6.981;12.1737;7.5434;1.2632;8.0667;6.7612;1.7632;12.708;10.867;0.4331;5.684;10.0584;12.165;10.4801;0.4331;10.0078;10.6089;0.4331;12.1295;4.9913;LumA
TCGA-E2-A3DX-01;3.3196;6.0887;13.0817;9.4194;11.8541;14.7041;0.7152;12.3477;11.3557;11.5056;10.2396;9.2094;10.175;8.3629;10.6282;2.9519;11.6803;2.3704;10.4203;9.8666;9.6512;2.6903;10.7928;8.115;10.1589;8.2087;3.6123;9.9539;5.7703;7.6129;8.064;6.3148;10.6569;3.7901;7.846;12.0828;0.0;9.5966;10.1261;6.5254;6.1022;9.6649;10.5819;8.8963;2.9519;7.1318;10.7741;2.7603;3.0668;8.336;LumA
TCGA-E2-A56Z-01;0.0;12.7343;16.142;15.7788;12.3182;2.8703;9.808;7.4062;6.0623;6.0623;2.7784;0.0;9.7351;7.3395;0.0;0.0;5.1402;4.5293;13.8568;4.6415;5.0837;9.4712;1.2343;0.0;6.5388;1.2343;13.9332;6.8688;2.7784;2.8703;5.7722;11.6628;6.653;8.8038;4.6114;8.1933;4.1941;5.8755;9.5207;0.0;2.2038;9.4151;13.498;2.5752;0.9273;7.5554;10.633;11.7456;10.8363;4.2843;LumB
TCGA-E2-A570-01;0.0;2.0739;13.3228;7.6403;11.3093;5.8774;3.6131;11.281;6.4094;6.8782;3.8456;12.8586;11.425;2.2465;9.4617;0.0;9.1596;2.7836;12.0718;3.3357;11.1211;2.2465;12.1459;3.9492;7.686;6.0849;2.5399;8.9939;5.0489;6.4541;7.1469;3.5485;8.4103;2.2465;3.7909;7.8286;5.1187;4.1796;9.6074;3.3357;2.992;9.9902;12.6382;7.4146;5.2448;1.0497;6.8179;10.035;2.6669;6.9487;LumA
TCGA-E2-A572-01;5.9302;13.3661;6.4671;2.8069;12.6675;4.3214;5.3745;15.2009;6.9478;8.2756;8.9782;2.7;13.8119;4.9768;7.9938;0.9997;10.7693;11.622;12.706;4.9056;1.3216;9.6728;3.3214;0.0;7.5112;3.7544;6.3918;12.2191;4.357;4.9768;5.3033;3.6999;9.9486;3.4589;7.6505;14.0651;0.0;4.1288;11.684;1.3216;4.9768;8.8371;14.293;6.6433;0.0;9.3886;8.3832;7.4711;11.2554;7.1942;LumA
TCGA-E2-A573-01;0.0;4.812;3.3037;0.553;1.9269;9.3541;9.8177;2.7235;0.9517;0.0;0.0;11.4029;1.5202;1.9269;0.0;9.7339;2.0941;2.0941;1.2638;0.0;2.6177;0.553;3.4951;4.5206;4.0368;6.5248;0.9517;7.9975;11.4566;11.8799;14.4037;2.0941;11.9453;7.8299;0.0;0.553;0.553;12.2619;8.8282;10.078;4.3981;1.2638;5.0745;7.0058;9.8509;8.1188;12.5527;6.5101;1.2638;13.246;Basal
TCGA-E2-A574-01;0.0;1.0856;3.5438;1.0856;1.6981;4.0629;8.7435;1.4241;3.3189;0.6427;0.0;7.6454;3.4726;0.0;0.6427;8.8544;1.4241;0.0;7.9924;0.0;1.6981;0.0;2.9512;11.8271;2.725;13.7627;0.6427;15.6553;11.6488;1.9282;13.0955;9.5629;14.9606;12.5967;1.6981;0.0;0.0;13.7307;0.6427;8.1687;4.9682;1.0856;3.3189;8.6316;11.6437;2.725;13.0455;5.6549;1.0856;11.7931;Basal
TCGA-E2-A576-01;7.0402;6.3836;6.0953;5.2868;10.0178;6.4756;3.9695;6.4071;8.4746;9.5522;10.8666;0.9385;7.4525;1.5024;9.1987;0.0;8.094;0.9385;13.4707;0.5443;4.5798;1.2479;2.9772;1.2479;10.256;5.462;3.6389;10.0121;4.8558;4.3067;5.6969;3.8825;8.0597;6.0158;8.0964;6.7021;7.2458;8.966;11.9722;2.0732;4.2028;9.8037;12.3653;5.8537;2.0732;10.4448;4.7368;8.5906;2.2223;5.7346;LumA
TCGA-E9-A1N3-01;14.3539;19.4916;3.6515;3.5509;12.073;5.6382;10.6428;7.557;10.601;10.9702;7.0586;0.0;14.1251;13.7921;9.4536;0.0;8.5291;14.5706;10.6033;3.232;3.5509;11.8034;9.1296;0.6454;3.1536;1.429;12.455;7.0888;2.8493;2.7316;3.4048;7.7106;7.187;2.669;8.2451;10.3403;0.0;0.3585;9.4652;0.6454;7.557;5.8149;14.4055;6.5298;0.0;10.6688;7.1814;14.1647;12.7795;2.7316;LumA
TCGA-E9-A1N4-01;0.0;2.6279;16.3921;15.222;11.025;4.4081;9.2319;13.8062;7.1359;9.2519;10.5344;0.0;10.0678;6.6954;7.9526;1.1594;12.0778;11.512;10.8521;12.8617;1.1594;5.339;4.7761;14.9933;1.3105;3.913;5.2294;7.9839;5.3737;7.0118;7.5921;4.8271;7.7359;1.1594;5.0039;5.5738;0.0;5.4652;9.9283;2.4439;4.1318;7.6919;10.9496;11.7679;1.9858;0.0;12.8683;2.0729;0.3181;4.9928;LumA
TCGA-E9-A1N4-11;4.854;7.9182;15.3127;14.2223;10.535;10.2583;9.2545;13.3051;7.9164;11.0378;10.4023;1.6226;8.424;11.7377;9.6233;2.8555;11.0366;9.822;9.224;10.5811;9.2276;3.7837;8.9726;13.4061;2.3669;8.3166;3.5104;13.2076;11.8813;12.5637;13.7037;3.2198;13.8525;6.2563;6.3798;7.5826;0.0;7.4492;9.4626;8.0726;6.1992;7.089;10.2901;14.7503;7.8787;0.0;10.9702;4.7464;5.6269;8.2293;Normal
TCGA-E9-A1N5-01;0.0;10.8375;14.1375;9.5351;10.883;5.8625;2.154;6.1295;10.2035;10.026;8.6089;0.0;7.3719;2.4427;10.7861;10.8187;3.3738;7.4594;11.0091;3.3669;1.5713;6.2371;9.2179;4.0682;8.536;0.5781;0.5781;1.7927;0.5781;1.7927;4.9801;7.9162;2.4427;1.3096;7.6234;7.6626;4.5074;2.154;10.4789;0.5781;5.2468;7.2132;11.578;3.2296;2.7898;4.6527;1.3096;11.5467;5.0245;0.9898;LumA
TCGA-E9-A1N5-11;3.8539;0.7424;10.1763;9.4461;9.815;9.2764;0.0;8.3429;11.0901;10.3611;4.6569;1.2301;6.065;6.9945;8.9294;2.1259;2.1259;3.8539;7.9143;1.8843;9.5853;4.7679;9.0679;9.6842;1.8843;8.1951;0.0;12.5868;12.2718;10.2571;13.5864;1.8843;13.5083;7.0542;8.7981;3.5567;0.0;7.9927;9.641;7.7617;8.1062;5.323;10.8093;15.1005;11.336;0.0;10.9;6.1899;1.594;8.2017;Normal
TCGA-E9-A1N6-01;6.5194;3.7894;3.3925;1.5362;9.6928;7.5339;0.9635;8.8151;5.2856;4.9285;5.4514;6.5044;9.0543;3.3257;10.9675;7.3232;7.3232;4.0181;4.6295;6.3693;2.1128;2.2632;9.0697;5.2856;4.453;0.0;8.5466;1.755;0.5608;7.2886;3.0225;2.3993;2.9356;1.2781;2.9356;5.5715;7.3522;1.5362;9.8942;0.0;2.5237;1.755;11.6746;4.7868;4.356;4.8594;9.44;5.9161;9.2071;2.7443;LumB
TCGA-E9-A1N6-11;0.5508;4.9207;11.6255;9.9632;7.4347;10.5719;2.0889;9.4459;14.549;14.6482;7.8023;1.7331;5.7549;9.027;8.2507;2.6121;2.9952;3.7101;7.7565;5.3732;7.2965;3.428;8.1097;8.8096;6.6969;9.9799;5.6652;14.5516;11.6112;12.035;13.3267;1.7331;14.6244;5.7549;12.8244;0.5508;0.9485;7.6768;10.1665;7.2311;13.4697;5.9627;8.9787;13.4242;8.4915;0.5508;8.6815;5.2375;4.5141;9.464;Normal
TCGA-E9-A1N8-01;0.0;0.9556;4.3066;3.311;0.0;6.286;1.2685;0.0;0.5555;0.0;0.0;2.8291;2.2502;3.9156;0.0;10.5218;0.0;0.0;0.0;1.2685;5.1218;0.0;0.5555;4.9127;2.5102;10.2542;0.5555;11.271;11.8518;11.3541;12.7767;0.0;14.4272;9.9;0.0;0.5555;0.0;10.5761;7.0904;11.7485;2.5102;0.0;5.8655;0.9556;7.0138;5.5699;12.3698;9.4306;1.9329;12.7686;Basal
TCGA-E9-A1N9-01;0.0;10.0241;11.2723;6.7096;9.0701;8.377;10.4366;6.5082;5.3738;7.8803;4.7746;0.0;11.0623;5.9525;11.3598;11.3828;6.2134;0.0;4.7983;0.0;10.7291;5.6983;6.0448;4.192;3.0487;8.9048;1.495;10.1815;7.5501;8.5758;10.1151;2.4716;10.4395;8.8786;2.6906;5.5239;0.0;4.3927;0.0;5.0566;0.5407;6.6057;10.3168;9.185;9.1051;8.0055;6.5225;9.9013;0.0;7.0288;Basal
TCGA-E9-A1N9-11;0.0;7.413;11.7801;8.6975;3.7468;14.7275;13.5866;16.1333;14.2373;14.0365;15.1028;0.0;4.2816;10.414;8.0979;2.0043;10.8656;1.5273;5.873;14.1698;6.0555;5.0771;11.3328;10.8401;14.9575;8.9966;1.0905;13.927;10.8711;12.4593;12.1521;2.5594;14.1152;4.8882;12.2364;6.7336;3.3577;7.9541;0.0;11.2859;12.6027;7.9231;9.5425;12.0321;7.0281;0.0;7.7772;2.2525;5.0112;10.1746;Normal
TCGA-E9-A1NA-01;0.0;9.4842;0.0;2.9056;8.3623;0.3887;10.2751;3.2717;4.3119;4.0136;0.0;7.2528;10.2933;0.9468;0.0;4.2192;8.1015;0.3887;10.9124;0.6946;3.02;11.6766;0.6946;0.0;8.5784;1.7965;8.1352;2.0328;0.3887;1.1615;1.1615;7.7376;1.7965;0.6946;1.7965;1.1615;1.1615;1.3483;6.6653;0.0;1.3483;0.0;7.2789;0.0;1.1615;2.715;0.9468;3.404;2.2359;1.9195;LumB
TCGA-E9-A1NA-11;0.0;9.3963;11.0294;8.7959;6.6978;9.7577;10.1611;10.2569;15.2986;15.6986;9.2117;0.4684;6.5928;8.7323;5.4833;1.545;12.0402;5.2559;6.1846;6.2786;2.5819;2.384;9.6308;6.4354;3.9614;7.4557;6.3633;14.5245;10.9741;13.4155;12.2354;1.545;14.2643;3.2962;13.7963;7.124;0.4684;3.3515;9.5467;9.5904;14.0189;6.3293;9.1662;12.6709;6.649;0.0;9.6923;4.0642;3.5535;9.1957;Normal
TCGA-E9-A1NC-01;1.2749;1.2749;6.3055;3.8803;0.0;3.4515;1.2749;0.0;7.2478;7.8038;1.941;5.7677;1.7512;2.6337;0.5591;12.278;0.0;3.6275;3.1773;0.0;1.5327;0.0;4.2104;11.8035;1.7512;8.2939;0.0;15.9037;12.4984;10.0249;14.0338;8.4833;14.6917;10.7198;5.349;0.0;0.5591;14.1996;9.3014;10.1918;4.6787;1.2749;2.8385;3.6275;10.7683;10.6878;10.9495;7.1502;1.2749;13.8529;Basal
